time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20050119:1148,360.47,321.11,110.02,7.47,6.98,16.97,2.07,0
20050119:1248,0,0,0,0,0,15.31,2.14,0
20050119:1348,0,0,0,0,0,14.06,2,0
20050119:1448,0,0,0,0,0,13,1.93,0
20050119:1548,0,0,0,0,0,12.02,1.79,0
20050119:1648,0,0,0,0,0,10.97,1.72,0
20050119:1748,0,0,0,0,0,9.93,1.79,0
20050119:1848,0,0,0,0,0,8.87,1.72,0
20050119:1948,0,0,0,0,0,8.08,1.79,0
20050119:2048,0,0,0,0,0,7.48,1.86,0
20050119:2148,0,0,0,0,0,7.01,1.86,0
20050119:2248,0,0,0,0,0,6.61,1.93,0
20050119:2348,0,0,0,0,0,6.37,2.07,0
20050120:0048,0,0,0,0,0,6.11,2.07,0
20050120:0148,1.08,0,6.6,1.59,3.62,6.17,1.93,0
20050120:0248,573.95,515.18,158.92,16.52,16,10.53,1.86,0
20050120:0348,739.05,714.63,183.6,24.01,27.41,13.61,2.41,0
20050120:0448,779.75,770.46,202.7,24.26,37.22,15.76,2.21,0
20050120:0548,789.28,806.7,208.96,21.93,44.36,17.47,1.52,0
20050120:0648,790.45,826.44,208.09,20.47,47.47,18.75,1.24,0
20050120:0748,776.54,820.4,209.25,21.45,45.68,19.72,0.83,0
20050120:0848,756.12,801.33,204.15,24.07,39.53,20.29,0.55,0
20050120:0948,702.68,702.86,211.58,24.65,30.34,20.42,0.69,0
20050120:1048,635.28,620.5,183.21,20.42,19.29,20.04,1.1,0
20050120:1148,364.54,330,112.82,7.71,7.14,18.87,1.31,0
20050120:1248,0,0,0,0,0,16.65,1.66,0
20050120:1348,0,0,0,0,0,14.73,1.79,0
20050120:1448,0,0,0,0,0,13.15,1.79,0
20050120:1548,0,0,0,0,0,11.72,1.72,0
20050120:1648,0,0,0,0,0,10.52,1.79,0
20050120:1748,0,0,0,0,0,9.61,1.72,0
20050120:1848,0,0,0,0,0,8.97,1.66,0
20050120:1948,0,0,0,0,0,8.72,1.59,0
20050120:2048,0,0,0,0,0,8.49,1.52,0
20050120:2148,0,0,0,0,0,8.26,1.52,0
20050120:2248,0,0,0,0,0,8.22,1.45,0
20050120:2348,0,0,0,0,0,8.14,1.38,0
20050121:0048,0,0,0,0,0,7.86,1.38,0
20050121:0148,1.29,0,6.99,1.69,3.65,7.95,1.31,0
20050121:0248,473.62,397.72,162.17,15.41,16.06,11.85,0.76,0
20050121:0348,693.74,675.69,195.29,23.63,27.5,17.13,1.24,0
20050121:0448,769.72,801.14,188.48,24.47,37.35,19.35,1.66,0
20050121:0548,786.78,838.39,192.79,22.07,44.54,20.97,1.59,0
20050121:0648,792.83,842.53,201.14,20.48,47.68,22.17,1.86,0
20050121:0748,781.77,821.37,208.79,21.32,45.92,22.93,1.86,0
20050121:0848,766.2,802.31,203.62,23.98,39.75,23.27,1.79,0
20050121:0948,724.79,743.95,199.5,25.09,30.54,23.27,1.59,0
20050121:1048,606.17,578.98,190.48,20.13,19.47,22.91,1.45,0
20050121:1148,71.22,55.1,42.3,4.89,7.3,21.69,1.17,0
20050121:1248,0,0,0,0,0,19.52,0.9,0
20050121:1348,0,0,0,0,0,17.21,1.17,0
20050121:1448,0,0,0,0,0,15.87,1.59,0
20050121:1548,0,0,0,0,0,14.7,1.79,0
20050121:1648,0,0,0,0,0,14.05,1.79,0
20050121:1748,0,0,0,0,0,14.05,1.93,0
20050121:1848,0,0,0,0,0,13.57,2,0
20050121:1948,0,0,0,0,0,12.63,1.93,0
20050121:2048,0,0,0,0,0,11.58,1.79,0
20050121:2148,0,0,0,0,0,10.73,1.72,0
20050121:2248,0,0,0,0,0,10.28,1.72,0
20050121:2348,0,0,0,0,0,9.9,1.72,0
20050122:0048,0,0,0,0,0,10.08,1.86,0
20050122:0148,1.26,0,7,1.68,3.69,10.6,1.93,0
20050122:0248,597.04,565.55,154.26,17.05,16.12,14.81,1.86,0
20050122:0348,695.84,651.98,202.2,23.4,27.59,18.38,3.03,0
20050122:0448,780.31,772.38,202.12,24.19,37.48,20.5,3.93,0
20050122:0548,806.39,807.26,209.43,21.75,44.72,21.91,4.48,0
20050122:0648,795.23,781.63,231.21,19.89,47.91,23.29,4.34,0
20050122:0748,610.61,411.83,351.95,17.46,46.15,23.98,4.14,0
20050122:0848,510.22,303.54,325.65,18.27,39.97,24.32,4.14,0
20050122:0948,48.18,0,71.67,4.64,30.74,24.25,3.93,0
20050122:1048,521.37,440.05,198,18.65,19.65,22.92,3.24,0
20050122:1148,274.35,238.74,97.38,7.31,7.46,22.27,2.34,0
20050122:1248,0,0,0,0,0,20.5,2,0
20050122:1348,0,0,0,0,0,18.84,1.59,0
20050122:1448,0,0,0,0,0,17.05,1.72,0
20050122:1548,0,0,0,0,0,16.27,2.21,0
20050122:1648,0,0,0,0,0,15.64,2.48,0
20050122:1748,0,0,0,0,0,15.06,2.28,0
20050122:1848,0,0,0,0,0,15.53,2.07,0
20050122:1948,0,0,0,0,0,15.25,1.93,0
20050122:2048,0,0,0,0,0,15,2,0
20050122:2148,0,0,0,0,0,14.9,2,0
20050122:2248,0,0,0,0,0,14.49,1.79,0
20050122:2348,0,0,0,0,0,14.09,1.79,0
20050123:0048,0,0,0,0,0,13.77,1.79,0
20050123:0148,1.23,0,7,1.68,3.73,13.59,1.59,0
20050123:0248,556.08,516.65,159.9,16.66,16.18,16.11,1.24,0
20050123:0348,697.58,677.79,194.81,23.66,27.69,18.5,1.86,0
20050123:0448,736.98,715.85,224.4,23.61,37.62,20.36,2,0
20050123:0548,787.64,808.83,209.1,21.67,44.91,21.9,2.55,0
20050123:0648,796.08,813.75,215.72,19.99,48.13,21.96,2.76,0
20050123:0748,783.41,777.55,230.77,20.72,46.39,22.5,3.03,0
20050123:0848,487.03,271.13,326.63,17.69,40.2,22.52,3.31,0
20050123:0948,536.73,388.93,266.17,20.84,30.95,22.03,3.38,0
20050123:1048,605.8,551.09,194.73,20.02,19.84,21.13,2.9,0
20050123:1148,200.69,165.83,80.15,6.77,7.62,19.91,2.14,0
20050123:1248,0,0,0,0,0,18.27,1.86,0
20050123:1348,0,0,0,0,0,16.89,1.66,0
20050123:1448,0,0,0,0,0,15.52,1.79,0
20050123:1548,0,0,0,0,0,14.4,1.86,0
20050123:1648,0,0,0,0,0,13.48,2,0
20050123:1748,0,0,0,0,0,12.71,2.07,0
20050123:1848,0,0,0,0,0,11.82,2.14,0
20050123:1948,0,0,0,0,0,11.16,2.07,0
20050123:2048,0,0,0,0,0,10.56,1.93,0
20050123:2148,0,0,0,0,0,10,1.79,0
20050123:2248,0,0,0,0,0,9.47,1.79,0
20050123:2348,0,0,0,0,0,9.04,1.86,0
20050124:0048,0,0,0,0,0,8.74,1.86,0
20050124:0148,1.29,0,7.01,1.68,3.78,8.71,1.79,0
20050124:0248,571.89,518.02,159.72,16.71,16.26,11.99,1.72,0
20050124:0348,607.42,503.9,230.14,21.72,27.8,14.86,1.72,0
20050124:0448,739.84,716.74,225.4,23.6,37.77,17.4,1.31,0
20050124:0548,795.01,904.9,157.78,22.25,45.1,19.34,0.62,0
20050124:0648,779.9,845.57,199.88,20.08,48.37,20.74,0.76,0
20050124:0748,785.77,840.42,200.84,21.07,46.64,21.71,1.38,0
20050124:0848,754.67,761.71,223.39,23.37,40.43,22.11,1.66,0
20050124:0948,727.15,736.47,203.8,25,31.15,22.02,1.59,0
20050124:1048,682.78,701.06,169.33,21.57,20.02,21.52,1.66,0
20050124:1148,213.03,177.14,83.89,7,7.79,20.22,1.79,0
20050124:1248,0,0,0,0,0,18.06,2.07,0
20050124:1348,0,0,0,0,0,16.38,2.07,0
20050124:1448,0,0,0,0,0,15.13,2,0
20050124:1548,0,0,0,0,0,14.07,2.07,0
20050124:1648,0,0,0,0,0,13.14,2,0
20050124:1748,0,0,0,0,0,12.33,1.93,0
20050124:1848,0,0,0,0,0,11.55,1.93,0
20050124:1948,0,0,0,0,0,10.77,1.86,0
20050124:2048,0,0,0,0,0,10.02,1.72,0
20050124:2148,0,0,0,0,0,9.41,1.59,0
20050124:2248,0,0,0,0,0,9.12,1.59,0
20050124:2348,0,0,0,0,0,8.81,1.66,0
20050125:0048,0,0,0,0,0,8.46,1.72,0
20050125:0148,1.52,0,7.41,1.77,3.83,8.68,1.59,0
20050125:0248,536.92,480.1,164.1,16.46,16.33,13.53,1.03,0
20050125:0348,694.15,679.4,195.72,23.72,27.91,17.83,1.24,0
20050125:0448,753.14,774.49,202.43,24.09,37.92,20.33,1.38,0
20050125:0548,772.1,825.79,200.46,21.57,45.3,22.03,1.17,0
20050125:0648,778.01,878.43,182.54,20.16,48.61,22.86,0.62,0
20050125:0748,782.7,872.59,184.5,21.17,46.89,23.72,1.1,0
20050125:0848,777.2,853.22,182.09,24.07,40.67,24.14,1.52,0
20050125:0948,736.17,766.63,192.99,25.27,31.36,24.05,1.86,0
20050125:1048,633.54,610.95,188.55,20.82,20.2,23.33,2.28,0
20050125:1148,433.84,404.87,126.71,9.05,7.95,21.6,2.34,0
20050125:1248,0,0,0,0,0,19.38,2.41,0
20050125:1348,0,0,0,0,0,17.75,2.28,0
20050125:1448,0,0,0,0,0,16.57,2.14,0
20050125:1548,0,0,0,0,0,15.53,2,0
20050125:1648,0,0,0,0,0,14.7,1.93,0
20050125:1748,0,0,0,0,0,14,1.93,0
20050125:1848,0,0,0,0,0,13.39,1.79,0
20050125:1948,0,0,0,0,0,12.57,1.72,0
20050125:2048,0,0,0,0,0,11.68,1.52,0
20050125:2148,0,0,0,0,0,11.1,1.38,0
20050125:2248,0,0,0,0,0,11.02,1.17,0
20050125:2348,0,0,0,0,0,11.1,1.1,0
20050126:0048,0,0,0,0,0,11.1,1.1,0
20050126:0148,1.49,0,7.42,1.77,3.88,11.26,1.24,0
20050126:0248,504.15,445.93,164.75,16.14,16.41,15.8,0.83,0
20050126:0348,645.47,595.95,216.8,22.85,28.02,20.17,1.45,0
20050126:0448,748.19,745.81,214.14,23.76,38.08,22.04,2.34,0
20050126:0548,790.46,827.06,200.08,21.47,45.51,23.14,2.69,0
20050126:0648,807.2,879.12,182.1,20,48.85,23.57,2.48,0
20050126:0748,810.34,874.43,182.81,21.01,47.14,23.44,2.83,0
20050126:0848,784.69,823.16,196.82,23.72,40.9,24.26,2.83,0
20050126:0948,735.25,739.11,204.04,25.01,31.57,24.09,2.76,0
20050126:1048,364.39,258.32,184.62,16.42,20.39,22.98,2.14,0
20050126:1148,444.75,418.01,127.85,9.28,8.11,19.03,1.03,0
20050126:1248,0,0,0,0,0,17.25,0.28,0
20050126:1348,0,0,0,0,0,16.53,0.62,0
20050126:1448,0,0,0,0,0,16.27,0.97,0
20050126:1548,0,0,0,0,0,15.74,1.45,0
20050126:1648,0,0,0,0,0,15.19,1.72,0
20050126:1748,0,0,0,0,0,14.68,1.86,0
20050126:1848,0,0,0,0,0,14.16,2.14,0
20050126:1948,0,0,0,0,0,13.66,2.07,0
20050126:2048,0,0,0,0,0,13.23,1.93,0
20050126:2148,0,0,0,0,0,12.62,1.72,0
20050126:2248,0,0,0,0,0,11.72,1.52,0
20050126:2348,0,0,0,0,0,11.21,1.38,0
20050127:0048,0,0,0,0,0,10.98,1.31,0
20050127:0148,1.5,0,7.43,1.77,3.94,11.03,1.31,0
20050127:0248,541.29,492.96,164,16.68,16.5,15.36,0.97,0
20050127:0348,684.7,657.21,202.3,23.51,28.14,19.12,1.72,0
20050127:0448,765.83,775.41,202.97,24,38.25,20.91,2.41,0
20050127:0548,793.74,826.85,200.86,21.36,45.72,22.38,2.69,0
20050127:0648,809.37,863.86,190.74,19.75,49.1,23.42,2.97,0
20050127:0748,724.79,638.48,292.87,19.05,47.4,23.71,3.03,0
20050127:0848,700.84,614.01,279.56,21.68,41.15,23.87,3.03,0
20050127:0948,578.72,451.82,268.23,21.72,31.79,23.63,2.9,0
20050127:1048,202.27,102.43,143.35,13.17,20.58,22.02,2.9,0
20050127:1148,133.11,104.19,64.28,6.42,8.28,20.91,1.79,0
20050127:1248,0,0,0,0,0,19.6,1.45,0
20050127:1348,0,0,0,0,0,18.31,1.38,0
20050127:1448,0,0,0,0,0,16.77,1.31,0
20050127:1548,0,0,0,0,0,15.61,0.9,0
20050127:1648,0,0,0,0,0,15.42,0.41,0
20050127:1748,0,0,0,0,0,14.64,1.03,0
20050127:1848,0,0,0,0,0,15.19,1.52,0
20050127:1948,0,0,0,0,0,14.92,1.93,0
20050127:2048,0,0,0,0,0,14.66,1.66,0
20050127:2148,0,0,0,0,0,14.27,1.17,0
20050127:2248,0,0,0,0,0,13.97,0.97,0
20050127:2348,0,0,0,0,0,14,1.03,0
20050128:0048,0,0,0,0,0,13.52,1.31,0
20050128:0148,1.25,0,7.05,1.67,4.01,13.5,1.45,0
20050128:0248,55.38,10.51,64.56,7.14,16.59,15.53,1.72,0
20050128:0348,627.18,540.52,227.24,22.21,28.27,17.35,2,0
20050128:0448,209.87,28.97,227.85,11.06,38.41,18.38,1.79,0
20050128:0548,88.99,0,121.05,3.97,45.94,19.42,1.66,0
20050128:0648,222.91,9.22,270.15,7.55,49.36,19.68,1.45,0
20050128:0748,705.28,600.61,307.91,18.59,47.67,20.1,1.52,0
20050128:0848,316.85,90.75,297.92,13.38,41.39,20.72,1.59,0
20050128:0948,551.45,413.25,271.25,21.15,32,20.89,1.59,0
20050128:1048,149.87,59.24,125.78,11.75,20.76,20.56,1.45,0
20050128:1148,28.82,13.62,31.81,4.44,8.44,19.97,0.97,0
20050128:1248,0,0,0,0,0,18.54,1.17,0
20050128:1348,0,0,0,0,0,17,1.45,0
20050128:1448,0,0,0,0,0,15.62,1.31,0
20050128:1548,0,0,0,0,0,15.54,0.97,0
20050128:1648,0,0,0,0,0,15.48,0.9,0
20050128:1748,0,0,0,0,0,13.77,1.38,0
20050128:1848,0,0,0,0,0,13.27,1.1,0
20050128:1948,0,0,0,0,0,12.64,1.1,0
20050128:2048,0,0,0,0,0,12.12,1.17,0
20050128:2148,0,0,0,0,0,11.72,1.17,0
20050128:2248,0,0,0,0,0,11.41,1.17,0
20050128:2348,0,0,0,0,0,11.14,1.17,0
20050129:0048,0,0,0,0,0,11.08,1.17,0
20050129:0148,0.43,0,5.49,1.3,4.08,11.26,1.17,0
20050129:0248,608.23,592.07,153.32,17.68,16.69,15.26,1.1,0
20050129:0348,223.67,79.89,186.46,13.74,28.4,16.86,2.07,0
20050129:0448,410.59,192.39,301.54,16.41,38.59,18.23,2.21,0
20050129:0548,36.02,0,57.61,1.87,46.17,18.89,2.28,0
20050129:0648,776.07,742.96,253.46,18.6,49.62,17.89,1.79,0
20050129:0748,38.83,0,60.93,1.8,47.94,17.43,1.79,0
20050129:0848,41.76,0,64.01,2.58,41.64,18.12,1.45,0
20050129:0948,294.3,116.29,236.35,15.41,32.22,17.43,0.97,0
20050129:1048,454.71,352.4,201.52,18.12,20.95,17.78,0.48,0
20050129:1148,461.88,434.41,133.57,9.95,8.61,16.64,0.21,0
20050129:1248,0,0,0,0,0,15.15,0.14,0
20050129:1348,0,0,0,0,0,14.52,0.76,0
20050129:1448,0,0,0,0,0,13.65,1.31,0
20050129:1548,0,0,0,0,0,13.23,1.24,0
20050129:1648,0,0,0,0,0,13.07,0.83,0
20050129:1748,0,0,0,0,0,13.52,1.03,0
20050129:1848,0,0,0,0,0,13.41,1.31,0
20050129:1948,0,0,0,0,0,13.33,0.97,0
20050129:2048,0,0,0,0,0,13.14,1.24,0
20050129:2148,0,0,0,0,0,13.01,1.45,0
20050129:2248,0,0,0,0,0,12.58,1.38,0
20050129:2348,0,0,0,0,0,12.55,1.24,0
20050130:0048,0,0,0,0,0,12.95,1.03,0
20050130:0148,1.96,0,8.25,1.95,4.15,13.44,1.45,0
20050130:0248,301.32,211.21,141.24,13.3,16.79,14.81,1.93,0
20050130:0348,120.87,12.56,137.73,9.87,28.54,16.32,2.69,0
20050130:0448,466.1,247.53,309.28,17.42,38.77,17.18,2.9,0
20050130:0548,412.21,145,351.99,13.27,46.4,17.27,2.69,0
20050130:0648,102.65,0,136.67,3.64,49.89,17.71,2.34,0
20050130:0748,39.72,0,61.92,1.81,48.21,16.98,2.21,0
20050130:0848,42.81,0,64.97,2.59,41.88,17,2.14,0
20050130:0948,27.42,0,45.26,2.74,32.43,17.31,1.59,0
20050130:1048,249.22,135.88,159.28,14.26,21.14,16.47,1.24,0
20050130:1148,4.22,0,12.64,1.86,8.77,16.08,0.76,0
20050130:1248,0,0,0,0,0,14.98,0.62,0
20050130:1348,0,0,0,0,0,14.39,1.24,0
20050130:1448,0,0,0,0,0,13.8,1.31,0
20050130:1548,0,0,0,0,0,13.9,1.86,0
20050130:1648,0,0,0,0,0,13.95,1.72,0
20050130:1748,0,0,0,0,0,14.03,1.72,0
20050130:1848,0,0,0,0,0,13.77,0.55,0
20050130:1948,0,0,0,0,0,13.51,0.76,0
20050130:2048,0,0,0,0,0,13.85,0.62,0
20050130:2148,0,0,0,0,0,14,0.83,0
20050130:2248,0,0,0,0,0,14.01,0.34,0
20050130:2348,0,0,0,0,0,14,0.41,0
20050131:0048,0,0,0,0,0,13.92,0.69,0
20050131:0148,1.95,0,8.26,1.95,4.23,13.9,0.62,0
20050131:0248,33.78,0,50.22,5.53,16.89,14.9,0.69,0
20050131:0348,54.32,0,76.09,5.36,28.68,15.75,1.03,0
20050131:0448,27.83,0,46.36,2.12,38.95,16.76,0.41,0
20050131:0548,53.67,0,78.51,2.48,46.63,16.61,1.31,0
20050131:0648,41.57,0,64.48,1.69,50.17,17.44,2.34,0
20050131:0748,39.62,0,62.03,1.78,48.49,17.94,2.69,0
20050131:0848,42.11,0,64.26,2.53,42.14,17.61,3.24,0
20050131:0948,32.09,0,50.73,3.04,32.65,16.13,2.41,0
20050131:1048,27.48,0,43.55,4.07,21.33,15.04,2.34,0
20050131:1148,109.92,77.29,59.8,6.5,8.93,14.17,2,0
20050131:1248,0,0,0,0,0,13.34,1.79,0
20050131:1348,0,0,0,0,0,12.87,1.1,0
20050131:1448,0,0,0,0,0,12.7,1.31,0
20050131:1548,0,0,0,0,0,12.28,1.24,0
20050131:1648,0,0,0,0,0,11.69,1.1,0
20050131:1748,0,0,0,0,0,10.92,0.9,0
20050131:1848,0,0,0,0,0,10.36,1.03,0
20050131:1948,0,0,0,0,0,9.62,1.1,0
20050131:2048,0,0,0,0,0,9.02,1.1,0
20050131:2148,0,0,0,0,0,8.48,1.03,0
20050131:2248,0,0,0,0,0,7.93,1.1,0
20050131:2348,0,0,0,0,0,7.69,0.97,0
20050201:0048,0,0,0,0,0,8.3,0.9,0
20050201:0148,2.04,0,8.28,1.94,4.31,8.88,1.24,0
20050201:0248,486.79,403.54,166.19,15.99,17,11.07,1.31,0
20050201:0348,480.83,323.59,241.15,19.27,28.82,12.8,1.66,0
20050201:0448,810.9,831.64,176.45,24.11,39.14,14.6,2.41,0
20050201:0548,836.99,883.77,170.04,21.07,46.87,16.48,2.83,0
20050201:0648,829.68,856.01,193.89,18.8,50.45,17.51,2.97,0
20050201:0748,830.74,866.98,187.93,19.96,48.77,18.29,2.97,0
20050201:0848,813.73,836.57,191.41,23.13,42.39,18.62,2.97,0
20050201:0948,761.12,742.51,205.68,24.92,32.87,18.57,2.97,0
20050201:1048,677.46,640.82,188.05,21.72,21.51,17.92,2.9,0
20050201:1148,421.23,373.26,129.79,9.93,9.09,16.81,2.21,0
20050201:1248,0,0,0,0,0,15.21,1.93,0
20050201:1348,0,0,0,0,0,13.93,1.86,0
20050201:1448,0,0,0,0,0,12.79,1.72,0
20050201:1548,0,0,0,0,0,11.47,1.59,0
20050201:1648,0,0,0,0,0,10.32,1.45,0
20050201:1748,0,0,0,0,0,9.76,1.38,0
20050201:1848,0,0,0,0,0,8.92,1.52,0
20050201:1948,0,0,0,0,0,8.56,1.45,0
20050201:2048,0,0,0,0,0,8.33,1.45,0
20050201:2148,0,0,0,0,0,8.13,1.45,0
20050201:2248,0,0,0,0,0,8.17,1.38,0
20050201:2348,0,0,0,0,0,8.43,1.24,0
20050202:0048,0,0,0,0,0,8.65,1.1,0
20050202:0148,2.3,0,8.69,2.03,4.4,9.18,0.97,0
20050202:0248,565.22,513.02,164.33,17.22,17.12,11.33,0.69,0
20050202:0348,729.7,724.63,183.61,24.23,28.97,14.48,1.31,0
20050202:0448,777.28,802.94,190.16,23.8,39.34,16.16,1.24,0
20050202:0548,797.89,852.94,186.87,20.71,47.12,17.56,1.17,0
20050202:0648,812.8,890,175.47,18.83,50.73,18.78,1.45,0
20050202:0748,802.48,868.52,186.22,19.77,49.05,19.48,1.38,0
20050202:0848,781.83,822.17,198.97,22.9,42.65,19.89,1.38,0
20050202:0948,747.29,758.27,200.86,25.06,33.09,19.88,1.59,0
20050202:1048,664.33,643.64,189.23,21.87,21.7,19.34,1.66,0
20050202:1148,426.37,385.42,131.19,10.15,9.26,18.2,1.45,0
20050202:1248,0,0,0,0,0,16.17,1.52,0
20050202:1348,0,0,0,0,0,14.18,1.52,0
20050202:1448,0,0,0,0,0,12.46,1.45,0
20050202:1548,0,0,0,0,0,11.35,1.45,0
20050202:1648,0,0,0,0,0,10.73,1.45,0
20050202:1748,0,0,0,0,0,10.22,1.38,0
20050202:1848,0,0,0,0,0,9.25,1.52,0
20050202:1948,0,0,0,0,0,9.06,1.38,0
20050202:2048,0,0,0,0,0,9.17,1.17,0
20050202:2148,0,0,0,0,0,9.71,0.97,0
20050202:2248,0,0,0,0,0,9.74,0.76,0
20050202:2348,0,0,0,0,0,9.47,0.83,0
20050203:0048,0,0,0,0,0,9.12,0.97,0
20050203:0148,2.31,0,8.71,2.03,4.49,8.55,1.03,0
20050203:0248,597.77,566.94,159.11,17.8,17.24,12.36,0.62,0
20050203:0348,725.18,725.22,183.11,24.23,29.13,16.28,1.45,0
20050203:0448,768.32,774.4,203.41,23.47,39.54,17.71,1.72,0
20050203:0548,795.62,837.25,195.47,20.45,47.37,18.98,1.66,0
20050203:0648,800.94,858.05,194.12,18.46,51.02,20.09,1.59,0
20050203:0748,801.23,870.03,185.74,19.6,49.34,20.8,1.59,0
20050203:0848,780.84,824.05,198.47,22.79,42.9,21.2,1.59,0
20050203:0948,729.94,731.98,210.17,24.75,33.31,21.23,1.52,0
20050203:1048,656.15,646.43,188.68,21.95,21.89,20.9,1.24,0
20050203:1148,426.93,391.08,135.38,10.45,9.42,19.85,0.69,0
20050203:1248,0,0,0,0,0,19,0.41,0
20050203:1348,0,0,0,0,0,17.29,0.76,0
20050203:1448,0,0,0,0,0,14.96,1.1,0
20050203:1548,0,0,0,0,0,13.58,1.24,0
20050203:1648,0,0,0,0,0,12.62,1.24,0
20050203:1748,0,0,0,0,0,11.9,1.24,0
20050203:1848,0,0,0,0,0,10.96,1.31,0
20050203:1948,0,0,0,0,0,10.33,1.38,0
20050203:2048,0,0,0,0,0,9.85,1.38,0
20050203:2148,0,0,0,0,0,9.51,1.45,0
20050203:2248,0,0,0,0,0,9.32,1.45,0
20050203:2348,0,0,0,0,0,9.09,1.45,0
20050204:0048,0,0,0,0,0,8.75,1.52,0
20050204:0148,2.84,0,9.52,2.21,4.59,8.99,1.38,0
20050204:0248,574.84,529.49,164.3,17.54,17.36,13.9,1.17,0
20050204:0348,716.15,701.17,191.84,24.01,29.29,17.47,1.93,0
20050204:0448,780.86,805.46,189.33,23.66,39.75,19.38,2.28,0
20050204:0548,802.58,837.88,196.22,20.32,47.63,20.84,2.62,0
20050204:0648,807.63,858.36,193.6,18.26,51.31,22.33,2.69,0
20050204:0748,810.73,870.18,186.42,19.43,49.63,22.96,2.83,0
20050204:0848,790.9,824.44,197.88,22.65,43.16,23.28,2.97,0
20050204:0948,742.73,733.14,210.98,24.75,33.53,23.23,3.17,0
20050204:1048,673.18,659.84,186.37,22.16,22.08,22.83,2.83,0
20050204:1148,442.01,408.6,135.83,10.67,9.58,21.71,1.72,0
20050204:1248,0,0,0,0,0,19.98,1.59,0
20050204:1348,0,0,0,0,0,18.72,1.72,0
20050204:1448,0,0,0,0,0,17.36,1.79,0
20050204:1548,0,0,0,0,0,16.08,1.66,0
20050204:1648,0,0,0,0,0,15.08,1.66,0
20050204:1748,0,0,0,0,0,14.55,1.59,0
20050204:1848,0,0,0,0,0,14.02,1.59,0
20050204:1948,0,0,0,0,0,13.52,1.59,0
20050204:2048,0,0,0,0,0,13.05,1.66,0
20050204:2148,0,0,0,0,0,12.79,1.72,0
20050204:2248,0,0,0,0,0,12.79,1.79,0
20050204:2348,0,0,0,0,0,13.17,1.72,0
20050205:0048,0,0,0,0,0,12.92,1.79,0
20050205:0148,3.02,0,9.94,2.3,4.69,13.24,1.66,0
20050205:0248,566.67,529.04,165.24,17.63,17.49,17.18,1.24,0
20050205:0348,711.15,701.67,192.81,24.04,29.45,19.82,2.14,0
20050205:0448,775.61,791.03,197.04,23.47,39.96,21.4,2.9,0
20050205:0548,806.19,839.8,194.56,20.16,47.89,22.51,3.52,0
20050205:0648,812.06,876.49,184.24,18.18,51.61,23.71,3.03,0
20050205:0748,806.77,855.93,194.93,19.16,49.93,24.32,3.31,0
20050205:0848,785.44,810.27,205.31,22.41,43.43,24.59,3.38,0
20050205:0948,759.95,777.48,194.83,25.15,33.75,24.38,3.38,0
20050205:1048,653.77,625.53,195.09,21.93,22.26,23.82,3.1,0
20050205:1148,443.36,407.85,138.49,10.88,9.74,22.35,2,0
20050205:1248,0,0,0,0,0,20.24,1.72,0
20050205:1348,0,0,0,0,0,18.09,1.45,0
20050205:1448,0,0,0,0,0,18.2,1.17,0
20050205:1548,0,0,0,0,0,19.07,0.83,0
20050205:1648,0,0,0,0,0,18.57,0.62,0
20050205:1748,0,0,0,0,0,18.05,0.48,0
20050205:1848,0,0,0,0,0,17.66,0.07,0
20050205:1948,0,0,0,0,0,17.39,0.07,0
20050205:2048,0,0,0,0,0,17.23,0.21,0
20050205:2148,0,0,0,0,0,17.02,0.34,0
20050205:2248,0,0,0,0,0,16.76,0.62,0
20050205:2348,0,0,0,0,0,15.99,0.97,0
20050206:0048,0,0,0,0,0,13.83,1.31,0
20050206:0148,3.31,0,10.37,2.38,4.8,12.69,1.45,0
20050206:0248,575.32,541.68,165.07,17.85,17.62,16.04,0.83,0
20050206:0348,697.81,704.1,190.99,24.02,29.62,21.43,1.45,0
20050206:0448,773.81,821.61,182.73,23.64,40.17,23.05,2.34,0
20050206:0548,796.36,856.43,186.24,20.12,48.16,24.22,2.76,0
20050206:0648,804.85,876.65,184.91,17.99,51.91,25.17,2.9,0
20050206:0748,805.75,888.63,176.36,19.16,50.23,25.72,2.9,0
20050206:0848,786.09,842.55,190.06,22.54,43.69,25.99,2.9,0
20050206:0948,531.87,382.92,284.01,20.56,33.98,25.94,2.83,0
20050206:1048,583.36,526.33,208.94,20.89,22.45,25.48,2.55,0
20050206:1148,446.49,418.8,139.54,11.1,9.9,23.99,1.45,0
20050206:1248,0,0,0,0,0,21.63,1.03,0
20050206:1348,0,0,0,0,0,19.5,1.31,0
20050206:1448,0,0,0,0,0,17.87,1.79,0
20050206:1548,0,0,0,0,0,16.77,1.86,0
20050206:1648,0,0,0,0,0,16.36,2.07,0
20050206:1748,0,0,0,0,0,16.05,2.07,0
20050206:1848,0,0,0,0,0,16.35,2.07,0
20050206:1948,0,0,0,0,0,16.2,2.07,0
20050206:2048,0,0,0,0,0,16.05,2,0
20050206:2148,0,0,0,0,0,15.96,2,0
20050206:2248,0,0,0,0,0,16.07,1.93,0
20050206:2348,0,0,0,0,0,16.2,2,0
20050207:0048,0,0,0,0,0,16.08,2.21,0
20050207:0148,3.26,0,10.39,2.38,4.91,15.8,1.86,0
20050207:0248,527.47,465.49,171.24,17.17,17.76,17.76,2.07,0
